text,label,source_product,source_sub_product,source_issue,source_sub_issue
"I have an installment loan with Upgrade with a fixed monthly payment of {$200.00} and a set repayment term. I have consistently made payments, including recent payments of {$200.00} ; however, my balance has not decreased as expected and instead appears inconsistent and inflated.

Upgrade informed me that I was placed into a six-month hardship program in XXXX  where payments were reduced to approximately 30 % of the regular amount. I was told this agreement was verbal, and Upgrade has refused to provide any written documentation, disclosures, or agreement terms related to this hardship program.

I requested a full payment history, amortization schedule, and a breakdown showing how each payment was applied between principal and interest. I also requested documentation explaining how deferred amounts were calculated and added back to my balance. Upgrade has refused to provide this information, stating that records and call recordings are internal and not available to customers.

Additionally, Upgrade stated that the remaining 70 % of payments during the hardship period was deferred and added back to the loan balance, and that payments made during that time were applied primarily to interest rather than principal. This has resulted in my balance not decreasing properly despite consistent payments.

At no point was I provided clear written disclosures explaining that interest would continue to accrue in this manner, that my balance would increase, or that my loan term or final payment would be affected. Without this transparency, I can not verify the accuracy of the balance or how my payments have been applied.

I believe this reflects a lack of proper disclosure, unclear loan servicing practices, and failure to provide requested account documentation. I am requesting a full accounting of my loan, including how all payments were applied, and verification that the balance is accurate.",loan_mortgage,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Charged fees or interest you didn't expect,
"On XX/XX/year>, an unauthorized transaction of {$110.00} labeled XXXX was charged to my Bank of America checking account. I did not authorize this transaction and I have no connection with the merchant or service. 

As a result of this unauthorized charge, my account went negative and a {$10.00} overdraft fee was also applied, bringing the total to {$120.00}. 

I had previously contacted Bank of America XXXX XXXX regarding this issue. I spoke with customer service representatives and a supervisor, but they did not open a fraud investigation or file a dispute. I was repeatedly told to visit a branch, however I am currently outside the United States and it is not possible for me to go to a branch. 

I requested assistance to block the transaction, reverse the charges, and remove the overdraft fee, but the bank did not resolve the issue. 

I am requesting a full investigation of this unauthorized transaction and a refund of the {$110.00} plus the {$10.00} overdraft fee.",loan_mortgage,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized
"I am submitting a complaint regarding my mortgage servicers failure to provide a clear and complete accounting of my loan balance and their repeated refusal to provide requested loan information.

My mortgage originated in XXXX with an original principal balance of apprximately {$160000.00}. After 21 years of payments, the payoff balance remained approximately {$140000.00} in XX/XX/XXXX, a principal reduction of only around {$20000.00} after 21 years. This raised concerns regarding the application of payments, capitalization of fees, and overall loan servicing accuracy.

I submitted a written Request for Information requesting a complete life-of-loan accounting, payment history, explanation of my current balance, and documentation supporting fees assessed to my account. The servicer acknowledged receipt of my request but responded by providing large volumes of raw transaction data and documents without a clear, reconciled explanation of how my balance was calculated.

The response also indicated that certain information could be withheld due to undue burden or not in their possession. They instead provided large amounts of raw data and not a meaningful explanation respond to my request or an explanation.

These responses and repeated refusal to discuss my account directly with me and provide the requested information are inconsistent with my understanding of my rights as a borrower to obtain loan servicing information.",loan_mortgage,Mortgage,Conventional home mortgage,Trouble during payment process,Payment process
"Summary of Issue Since initiating my refinance application on XX/XX/XXXX, my loan has been subject to prolonged and unexplained delays, repeated failures in communication, and missed processing expectations. Despite being financially well-qualified, my application has not been completed after more than three months, and I have incurred direct financial harm as a result. 

Detailed Timeline XX/XX/XXXX : Application initiated. 
XX/XX/XXXX : Initial contact made ; call scheduled. 
XX/XX/XXXX : Requested documentation submitted promptly ( same day, with one exception ). 
XX/XX/513 : Additional verification steps completed, including employment verification. I proactively assisted in ensuring my former employer responded. 
XXXX to early XXXX : No updates were provided despite multiple outreach attempts via email and phone. Communications went unanswered. 
XX/XX/XXXX : I was informed that my loan file had been submitted to underwriting and that I would be contacted within approximately one week. 
XXXX : After no follow-up occurred, I escalated the issue. I was then informed the file was under review and a decision was expected shortly. 
XX/XX/XXXX : My loan was reassigned to a new representative, and I was told it was conditionally approved. 
XXXX : I was led to expect closing during this timeframe ; however, no closing occurred and no meaningful updates were provided. 
As of XX/XX/XXXX : I have not received a final decision, closing date, or consistent status updates. 
Key Concerns Failure to Provide Timely and Adequate Communication Navy Federal failed to respond to repeated inquiries for extended periods. This lack of responsiveness prevented me from understanding the status of my loan or taking alternative action. 
Unreasonable and Unexplained Processing Delays The loan has remained in process for over three months despite my prompt submission of all required documentation and strong financial qualifications. No clear justification for these delays has been provided.

Inconsistent and Misleading Expectations I was given multiple anticipated timelines ( including expected contact from underwriting and an anticipated XXXX closing ) that were not met, without explanation or updated guidance. 
Potential Process and Oversight Failures My file was reassigned mid-process, and there appeared to be gaps in continuity, communication, and accountability between representatives and departments. 
Documented Financial Harm As a direct result of these delays, I was required to make two additional mortgage payments of approximately {$1500.00} eachcosts that exceed my anticipated refinanced payment. 
Strong Borrower Profile Ignored I have excellent credit, substantial assets, and a low loan-to-value ratio ( approximately 32 % ). There is no clear underwriting or risk-based justification for the extended delays.

Requested Resolution I respectfully request that the CFPB : Require Navy Federal Credit Union to provide a clear explanation for the delays and communication failures Ensure immediate action is taken to resolve and complete my loan process Review whether Navy Federals practices comply with applicable consumer protection standards regarding mortgage processing and communication Consider appropriate remediation for the financial harm I have incurred Additional Context Throughout this process, I have acted in good faith, responded promptly to all requests, and made repeated attempts to obtain updates. The lack of transparency and accountability has caused significant frustration and unnecessary financial burden.",loan_mortgage,Mortgage,VA mortgage,Applying for a mortgage or refinancing an existing mortgage,Delays in the application process
"My vehicle was involved in an accident on XX/XX/XXXX. The vehicle was officially declared a total loss on XX/XX/XXXX. 

Following the accident, a claim was opened with my insurance company, XXXX. During the claim process, there were delays involving inspection, valuation, and communication between Westlake Financial and XXXX. These delays were not caused by me. 

On XX/XX/XXXX, a GAP payment was applied to my account. However, the GAP coverage did not pay the full remaining balance, and no clear explanation or breakdown was provided to me regarding why the full balance was not covered. 

Despite the vehicle being declared a total loss on XX/XX/XXXX, and partial GAP payment being applied on XX/XX/XXXX, Westlake Financial has continued to add monthly payments, late fees, and increase my past-due balance. 

As of XX/XX/XXXX, my account reflects the following : - Total amount due : {$1700.00} - Past due amount : {$1300.00} - Upcoming payment due on XX/XX/XXXX : {$440.00} - Late fee : {$26.00} I have attempted to address this issue directly with Westlake Financial, but the balance continues to increase while the claim remains unresolved. 

The delays in resolving this matter were due to processing issues and disputes between the company and the insurance provider, not due to any failure on my part. 

I am requesting that Westlake Financial : - Immediately freeze my account and stop adding payments, interest, and fees - Remove all late fees and penalties added during the claim delay period - Provide a full explanation and itemized breakdown of the GAP payment, including why the full balance was not covered - Ensure that no negative credit reporting occurs as a result of this situation - Provide a final and accurate payoff amount after applying all insurance and GAP payments I believe this is an unfair billing practice. I should not be financially penalized for delays outside of my control or lack of transparency regarding the GAP coverage. I am requesting correction of my account balance and protection of my credit.",loan_mortgage,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem
"I am submitting a formal complaint against Bank of America regarding inaccurate credit reporting and failure to reasonably address my payment situation.

I have been making consistent monthly payments of {$460.00}, but recently, due to financial difficulties, I have only been able to pay {$250.00} toward my account. Although the required payment is higher ( approximately {$460.00} ), I contacted Bank of America to explain my financial hardship and requested that they work with me on a reduced payment plan. Despite my good-faith effort and ongoing payments, they refused to accommodate my situation.

As a result, Bank of America has reported missed or late payments to the credit bureaus, which has negatively impacted my credit score. I believe this reporting is unfair and does not accurately reflect my consistent efforts to repay the debt.

The total amount in dispute is approximately {$2700.00} or less. This issue is also related to my car loan account, which has been active for more than six years, and I am concerned about the long-term financial harm being caused.",loan_mortgage,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with fees charged
"On XX/XX/year>, I entered an agreement with XXXX XXXX XXXX XXXX GoodLeap. XXXX XXXX is now in debunked, leaving no viable installer or service warranty fulfillment or corrective action actions. They represented that I would get government refunds through tax incentives and significantly offset the cost of the system which solar tax credits are nonrefundable and do not provide any financial benefit represented. The system has failed to perform as represented. My monthly payment is XXXX a month and even with my utilities on levelized billing XXXX paying {$100.00} a month monthly which is totaling approximately {$390.00} a month please see attachment of most recent bill of utilities. The financial burning is inconsistent with representation made during the sales process and demonstrates failure to deliver contracted value. XXXX also installed the solar system on a bad roof, then took almost a year to remove the solar system. So that the roof can be repaired and it was over a year before I could even use my solar system at all having to pay double for a couple of months bills.",loan_mortgage,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with additional add-on products or services,
I have gotten 17 calls in 6 days. I have contacted company and asked them to stop. I sent a email letting them know that I would file a complaint about the calls. I have asked them to cease and desist on the calls and contact me by mail only.,loan_mortgage,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Keep getting calls about your loan
"The vehicle was purchased under the understanding that it would be fully functional and covered by warranty. However, the car did not work properly after purchase. The warranty was not honored, and the dealer refused to provide the necessary repairs or support. This resulted in the vehicle being unusable as expected and not meeting the agreed condition at the time of sale.",loan_mortgage,Vehicle loan or lease,Loan,Getting a loan or lease,Confusing or misleading advertising or marketing
"I am submitting a complaint regarding a denied debit card dispute in the amount of XXXX XXXX.On XX/XX/XXXX, I was involved in a minor vehicle accident in which I lightly scratched another car. We exchanged phone numbers, and the other driver informed me the vehicle was a rental. Later, I got a phone call from the other driver along with another person on the line claiming to represent a company called XXXX XXXX XXXX, stating they handled rental car damage claims. During the call, I was told I owed {$12000.00} for damages and that insurance would not be accepted. Both the other driver and I questioned this, stating we both had insurance but the individual continued to apply pressure for immediate payment, claiming that our insurance was invalid. Under these circumstances, and believing the situation was legitimate, I agreed to pay a reduced amount of {$890.00}. I provided my debit card information over the phone. The transaction was initially declined multiple times through NFCU, but I later approved it through a verification prompt sent to my phone on the mobile app. Shortly after completing the transaction, I reviewed the emails sent to me, stating i booked a car with the company, and the communication over the phone with the company and realized that this was a scam. The company became completely unresponsive. I received no documentation, or legitimate follow-up regarding the alleged damage claim. The business appears to be illegitimate. I reported this to my bank, but my claim was denied on the basis that the transaction was authorized. However, the payment was made under false pretenses due to misrepresentation and pressure tactics. I would not have approved the charge if I had known the true nature of the transaction. This situation qualifies as services not rendered and fraud by deception. I am requesting that this claim be reopened, properly investigated, and that I receive a full refund of {$890.00}.",loan_mortgage,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount
"Executive Summary : I am filing this complaint because NewRez has failed to accurately process a Private Mortgage Insurance ( PMI ) removal request and has subsequently failed to respond to a formal dispute ( Notice of Error ) delivered via Certified Mail. Despite providing a professional Comparative Market Analysis ( CMA ) and documentation of over {$90000.00} in capital improvements, the company claims to have "" no record '' of the dispute more than 30 days after documented delivery. 

Timeline and Actions Taken : XX/XX/XXXX : I contacted the servicer to confirm PMI removal requirements. An agent confirmed that an LTV of less than 80 % was required. I submitted the written application and the required appraisal/BPO fee. At this time, the loan balance was {$390000.00}. 

XX/XX/XXXX : A broker performed a Broker Price Opinion ( BPO ). My spouse provided the broker with a list of significant improvements, including three new HVAC systems, a new roof, and a renovated laundry room. 

XX/XX/XXXX : The servicer denied the request, claiming the LTV was 83 %. Contradicting the information provided on XX/XX/XXXX, the servicer now claimed a 75 % LTV was required. 

XX/XX/XXXX : I spoke with a representative who provided the BPO report. The BPO was fundamentally flawed, utilizing a primary comparable sale from XX/XX/XXXX ( nearly a year old ) and a property significantly smaller ( under 2,600 sq. ft. ) than the subject property ( over 3,300 sq. ft. ). 

XX/XX/XXXX : I mailed a formal dispute package via Certified Mail with Return Receipt Requested ( Tracking # XXXX ). This package included a Professional CMA from a local broker valuing the home at {$530000.00} ( 74.5 % LTV ) and receipts for {$91000.00} in capital improvements. USPS tracking confirms the item was delivered and picked up by an agent in XXXX, XXXX, on this date. 

XX/XX/XXXX : After receiving no response for over 30 days, I called the servicer. The representative stated there was "" no record '' of the appeal being received. I provided the specific tracking and return receipt numbers. The agent promised a callback from the appeals department within 24 hours. 

XX/XX/XXXX : The promised 24-hour window passed with no contact from the servicer. 

Desired Resolution : I am requesting that the servicer honor the 80 % LTV threshold for PMI termination. Given the {$91000.00} in documented capital improvements ( including three HVAC systems and a new roof ), this request qualifies for the valuation standards set forth in secondary mortgage market guidelines ( XXXX XXXX XXXX ) regarding property improvements. I am requesting the immediate termination of PMI and a refund of all PMI premiums paid since the original request in XX/XX/XXXX.",loan_mortgage,Mortgage,Conventional home mortgage,Trouble during payment process,Private mortgage insurance (PMI)
"On XX/XX/year>, I submitted a complete Loan Modification Request to Select Portfolio Servicing. The documents were sent via certified mail with return receipt to XXXX XXXX XXXX, XXXX XXXX XXXX, UT XXXX. The return receipt confirms delivery on XX/XX/year>, signed for by XXXX XXXX. However, these documents were not uploaded or acknowledged in the system until XX/XX/XXXX, XXXX.In parallel, I attempted to upload documents through the SPS online portal beginning XX/XX/year>. The website repeatedly rejected uploads, requiring multiple attempts over several hours to successfully submit documents. This created unnecessary delays and barriers to timely completion of my application. Communication with SPS has been extremely poor, updates are not accurate or clear. Relationship managers do not respond to emails, despite advising borrowers to communicate through that channel. Application updates provided through the system are often unclear, inaccurate, or contradictory. Additionally, SPS repeatedly requested documentation that was either already submitted or not relevant. For example, a profit and loss statement was requested from entities that pay my husband ( an XXXX  XXXX ), even after his own profit and loss statement had already been reviewed and accepted. I submitted multiple Letters of Explanation and spoke with several relationship managers, including XXXX XXXX XXXX XXXX. During my most recent conversation on XX/XX/year>, a XXXX XXXX XXXX confirmed that a prior XXXX had already clarified the XXXX requests and indicated that my file should be marked complete for processing. I was instructed to allow XXXX days for the system to update and reflect that the application was complete and under review. Instead, I received a foreclosure notice indicating that foreclosure proceedings would begin in XXXX days due to missing documents, despite prior confirmation that my file was complete. Based on this pattern of delays, inconsistent communication, and shifting document requests, I am concerned that SPS is intentionally delaying the processing of my loan modification application. Specifically, it appears these delays may be intended to allow time for a forbearance-related balloon payment to become due, thereby increasing the likelihood of foreclosure rather than properly evaluating my application. Additionally, SPS prematurely reported the balloon payment amount to credit reporting agencies while simultaneously reporting the existing mortgage balance. This resulted in the appearance of double the actual debt obligation, negatively impacting both my credit score and my husbands credit score. I believe these actions may constitute unfair, deceptive, or abusive practices, particularly given the significant equity in our homestead property and the apparent incentive to proceed toward foreclosure.",loan_mortgage,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Delays in the application process
"To whom it may concern, My loan was transferred to shellpoint mortgage when I was going through a difficult personal, financial hardships. 
I applied for loan modification and during the process that took over a year to finalize was so unfair, they double my interest rate from 4 % to almost 8 % therefor my mortgage pymt double.. I been making payments since XX/XX/year>, I been trying to refinance my loan to pay off debt and possibly lower my Interest but it's been impossible, recently in XXXX Newrez/shellpoint accepted my application to refinance, I been talking to XXXX XXXX at newrez, I recently paid {$600.00} for an appraisal and {$80.00} for a credit report, I was under the impression that because the refinance still with same company it will go smoothly but today he says that shellpoint has not been reporting my payments, and my hope to pay off debt and lower interest are very far. 
I can not fully put into words what i feel. 
I'm very confused and stressed with this company, please help.",loan_mortgage,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Confusing or misleading advertising or marketing
"I informed Onity Mortgage ( formerly PHH Mortgage ) on XX/XX/XXXX that the 78 % Loan-to-Value ( LTV ) threshold on my mortgage was reached on XX/XX/XXXX. Onity Mortgage ( formerly PHH Mortgage ) did not automatically termiante my Private Mortgage Insurance ( PMI ) as per the Homeowners Protection Act ( HPA ). 

On XX/XX/XXXX I was informed that my PMI has been terminated. 

A day later, on XX/XX/XXXX, I sent another message to Onity Mortgage ( formerly PHH Mortgage ) formally requesting a refund of overpaid PMI premiums totaling {$550.00}. I also added a detailed breakdown of the overpaid PMI premiums and its payment dates. 

On XX/XX/XXXX, I received a refund check for {$13.00}. I sent another message on XX/XX/XXXX requesting a refund for the outstanding balance of {$540.00}. 

On XX/XX/XXXX I received the following message from Onity Mortgage ( formerly PHH Mortgage ) : "" The initial PMI removal request was received on XX/XX/XXXX, and the line was terminated on XX/XX/XXXX. Since there was no delay by Onity in processing the PMI removal, there is no refund due on the account. '' The same day I formally lodged a complaint with Onity Mortgage ( formerly PHH Mortgage ) regarding their failure to comply with the Homeowners Protection Act ( HPA ) regarding the automatic termination of Private Mortgage Insurance ( PMI ) on my account. I requested once more a refund of the unearned PMI premiums totaling {$540.00}. 

I also advised that I will escalate this matter by filing a formal complaint with CFPB if the funds are not credited. 

A day later, on XX/XX/XXXX, Onity Mortgage ( formerly PHH Mortgage ) confirmed the receipt of my message and said the team concerned will be reviewing my request. 

Ever since XX/XX/XXXX I haven't heard anything further. 

Please see the full exchange of messages between I and Onity Mortgage ( formerly PHH Mortgage ) attached.",loan_mortgage,Mortgage,Conventional home mortgage,Trouble during payment process,Private mortgage insurance (PMI)
"To Whom It May Concern, I am submitting a formal complaint regarding a residential solar installation and associated financing agreement that I entered into in XX/XX/2020. This complaint involves material misrepresentations made during the sales process that directly influenced my decision to proceed. 

Consumer Information : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Companies Involved : XXXX XXXX XXXX XXXX XXXX  : Loanpal ( now GoodLeap ) -- - Summary of Complaint During the sales process, I was explicitly informed by the salesperson that I would receive approximately {$15000.00} as a check from the IRS after filing my taxes. I was further instructed that this money should be applied toward the loan balance to prevent an increase in my monthly payments. 

This representation was false and misleading. 

After consulting with a CPA and reviewing IRS guidance, I learned that the federal solar incentive is a tax credit, not a guaranteed payment. It does not function as a direct refund check in the manner it was presented, and eligibility depends on individual tax liability. 

-- - Material Impact This misrepresentation was central to the financial structure of the agreement : - The loan was designed to re-amortize after approximately 18 months, increasing monthly payments if a lump-sum payment was not made - I was led to believe the expected IRS funds would cover this payment - Because this representation was inaccurate, the financial obligations were not as presented at the time of sale Had accurate information been provided, I would not have agreed to the terms. 

-- - Additional Concerns - I have continued to receive utility bills in addition to solar loan payments, contrary to expectations set during the sales process - Attempts to resolve these issues have resulted in being redirected between parties without meaningful assistance- The salesperson who made the original representations is no longer responsive -- - Supporting Documentation I have retained documentation supporting these claims, including : - Text messages from the salesperson stating I would receive a government-issued check - Loan agreement documents outlining the actual terms and disclaimers - Utility billing records demonstrating ongoing financial impact A detailed timeline of events is attached as Exhibit A. 

-- - Request for Review I respectfully request that this matter be reviewed for potential deceptive or misleading sales practices. I am seeking appropriate remedies, which may include : - Review of the loan and sales practices involved - Consideration of financial adjustment, restructuring, or other relief - Any corrective actions deemed appropriate -- - Closing Statement This situation reflects a significant discrepancy between what was represented during the sales process and the actual financial terms of the agreement. The representations made were specific, repeated, and materially influenced my decision. This complaint relates to the sales practices associated with a licensed contractor operating in Nevada I appreciate your time and attention to this matter and request a written response regarding any findings or next steps. 

Sincerely, XXXX & XXXX XXXX",loan_mortgage,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Getting the loan,
"Three months ago I submitted a request for information on refinancing a mortgage on XXXX XXXX. After submitting my request I was immediately inundated with harassing phone calls. Event though most have stopped. 
The lender called Mortgage Pros continues to harass me with dozens of calls per day from different numbers. 
Is this something the CFPB can stop Mortgage Pros in Harassing me. 

Please help XXXX XXXX XXXX",loan_mortgage,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Trying to communicate with the company to fix an issue with the application process
"Multiple times throughout this loan, we have become delinquent due to health problems and loss of jobs, and yet we have always somehow caught back up or did their extension. Nobody informed us that there is daily interest applied, weve had this loan since XX/XX/year> paying {$910.00} a month and our balance has not changed. There are multiple complaints and pending lawsuits against Exeter finance LLC for the same predatory practices",loan_mortgage,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with the interest rate
"We were approved for a loan modification. The loan company of freedom financial mortgage sent a notary to our home who gave us the paperwork we notarized all of it. She took the paperwork and sent it back to the loan company, and we continue to make payments suddenly in XXXX it shows that we havent made any payments and that the loan modification payments were not accepted.",loan_mortgage,Mortgage,Conventional home mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure"
"I am filing this complaint against my mortgage servicer regarding their failure to process a valid property tax exemption in a timely manner, resulting in continued incorrect escrow charges. 

I am a XXXX XXXX  and was awarded a personal property tax exemption by XXXX XXXX XXXX XXXX XXXX  XXXX XXXX in XXXX. On XX/XX/year>, I submitted the official exemption letter issued by XXXX XXXX directly to my mortgage servicer through their messaging portal. 

At the time of submission, I was told the document would be reviewed within 5 business days. That deadline was not met. Over the following weeks, I followed up multiple times and received only repetitive, copy-pasted responses stating the matter was "" under review '' with no substantive updates or resolution. On XX/XX/XXXX, I was told to expect an update by the first week of May. No update was provided. As of my most recent follow-up on XX/XX/year> 15 business days after I submitted my paperwork the exemption has still not been applied, and I was billed for escrow that should not have been collected. 

I am requesting that the CFPB investigate this matter and require my mortgage servicer to : XXXX. Immediately apply the tax exemption to my account retroactive to the date of submission ( XX/XX/year> ) XXXX. Recalculate and correct my escrow balance accordingly XXXX. Refund or credit any escrow amounts collected in error XXXX. Provide a written explanation for the delay I have documentation of the original exemption letter issued by XXXX XXXX, as well as the full message history with my servicer showing the submission date and all follow-up communications. 

I appreciate the Bureau 's assistance in resolving this matter.",loan_mortgage,Mortgage,VA mortgage,Trouble during payment process,"Escrow, taxes, or insurance"
"I received a call from XXXX XXXX in regards to Bridgecrest filing a claim on my XXXX XXXX XXXX for accident and repossession. I originally had a loan with Bridgecrest through XXXX for my XXXX XXXX XXXX I purchased in XXXX. In XXXX, I took out a personal loan with XXXX XXXX and paid my balance with Bridgecrest in full on XX/XX/XXXX. Since XX/XX/XXXX, my XXXX XXXX XXXX has been paid off with Bridgecrest and they released my title to me lien-free from their company. They also sent me a letter showing my account has been paid off in full successfully. XXXX XXXX calling me that they are filing a claim on damages and repossession for a lien is completely false and they have no right to anything with my XXXX XXXX XXXX, as they are no longer my lien holder. Only XXXX XXXX has a lien to my XXXX XXXX XXXX. The XXXX XXXX claim Bridgecrest had submitted is fraudulent.",loan_mortgage,Vehicle loan or lease,Loan,Repossession,Lender trying to repossess or disable the vehicle
"The date to Bridgecrest XXXX is XX/XX/year>. I asked them to lower the payments and interest, but they said they can't, find a three party to try to refinance the car. I tried that but the value of the car is only XXXX and no one will allow me to refinance it or trade the car in. I don't know what to do now, could you please assist me with this matter. The interest rate is 15 % and my car note is XXXX",loan_mortgage,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with the interest rate
"I am the co-borrower on my daughter 's home loan for her house in XXXX. The loan originated with XXXX XXXX around XX/XX/XXXX and was sold from XXXX XXXX to Selene Financial in XXXXXXXX XXXX. My daughter and I did not know the loan was sold before she had sent an early payment of {$1800.00} on XXXX XXXX for the XXXX payment to the original lender XXXX XXXX. My daughter received a welcome letter from Selene on XX/XX/year>. XXXX wired the funds to Selene Financial on XX/XX/year>. Selene has still not applied this payment to my daughter 's account. She has since made her other payments online and on time but not without hardship. I and my daughter have both contacted Selene on numerous occasions. I sent emails with documents to them on XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX. I have called them numerous times on XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX. I was told by an agent for Selene that a supervisor would call me back within XXXX hours. They did not call me back. Selene is holding a payment of {$1800.00} and will not apply to my daughter 's account. My daughter is a single mother with XXXX children and can not afford to have to come up with extra money each month since Selene is holding on to the payment that was wired to them XX/XX/year>. She does not ( nor do I ) want our credit hurt by this so my daughter is coming up with {$1800.00} extra each month. XXXX has been reaching out for over XXXX weeks now to Selene and Selene said it was being applied to her account, but it still has not been applied to her account. We just want to know why {$1800.00} has not been credited to her account. My daughter 's payment for XXXX is due, and she needs that money to be credited to her account. Please help us get some resolve. My daughter has all of her documentation also for when she has called and emailed with documents requested from Selene. My daughter has been making her payments online so should be credited within XXXX hours. She has sent them several time ( as have I ) but they act like they never got it and keep on requesting the same things over and over again. Please help",loan_mortgage,Mortgage,Conventional home mortgage,Trouble during payment process,Loan sold or transferred to another company
"I am disputing the Affirm loan for XXXX XXXX purchased in XX/XX/XXXX. The vendor promised that I would lose XXXXXXXX XXXX  by the end of XX/XX/XXXX as part of the program. This was the primary reason I enrolled. 

Despite following the program, the promised results were not achieved. I contacted the vendor in XX/XX/XXXX to cancel and requested that they refund the unused portion of the service. They refused, stating that 90 days had passed, even though the service did not deliver the advertised results. 

This constitutes false advertising and services not rendered. I am requesting that Affirm pause payments and conduct a formal investigation into this dispute. 

Affirm is refusing to investigate, stating I passed the time to dispute.",loan_mortgage,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem with additional add-on products or services,
As of XX/XX/year> CFPB File Number : XXXX which was open on XX/XX/year> is still not resolved. I have not received the title or letter of no interest as per company response on XX/XX/year>.,loan_mortgage,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Unable to receive car title or other problem after the loan is paid off
"I had an account with Affirm for the past few years, I have paid off about {$8000.00} total in loans that they have gave me over last few years all in good standing. I tried to make a new purchase and was denied installment payments for reasons of they could not confirm my identity. Due to this I closed my account and attempted to reopen a new account figuring that there was a glitch in the system somewhere and that is why they couldn't confirm my identity. As I put the application in, I was denied a new account for the same reason of could not confirm my identity. I contacted the company multiple times offering to verify any info they needed to confirm my identity, also stating that I had a good standing account in the past and have had multiple loans with them that I paid on time. Affirm said there is nothing I can do nothing I can send them to confirm my identity and said that the denial is for identity reasons. Please help me confirm my identity with my past credit file, Driver 's License, Social Security, Government issued Id, Birth Certificate or any other form of ID that I have available.",loan_mortgage,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Getting the loan,
"XX/XX/year> I owed {$2600.00}, I request payoff on XX/XX/XXXX took it out of bank .. now they said I owe {$270.00} more.... rip off company",loan_mortgage,"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,Problem with the payoff process at the end of the loan,
"I have been getting harassing text messages from the Lender even though I am in constant communication with them about when I am making a payment. First the dealership told me I wouldn't have a payment for 90 days. They called me around 36 days and told me I had a payment due the next week. I didn't have enough time to prepare because they did not give me a due date at dealership. They told me the Lender would call me, but somehow on the documents I e-signed now have a date on them when it wasn't on there before. I made a payment then they helped me move my next payment. Well I had to have a major XXXX and had to be out from work. Before the next payment. I had issue with the insurance company paying me my short term XXXX. I let them know this and kept communication. I even told them I am going through something mentality because I am not able to keep up with my bills. I paid my bill before it came 30 days late. and the next bill was due soon and I made arrangements for that. They keep saying that I lied to the breaching the contract because I am not able to pay before or on the date and it is a must I pay before the month ends. In the contract it states that if I am late they would charge me a late fee and has no mention that I have to pay before months end. They threaten me by say that my car is not a priority and Good luck and told me that they saw my car was parked at my job, is it a new address. If they looked it up that address should be in my file. I am in therapy already because of the stress I am going through and they are only adding to the stress. I even wanted to commit suicide because of everything I am going through. I don't now because I got the help through therapy I need, but every time they harass me the way they do it sets me back. I am really trying to work to get there payments paid on time. I should be caught up by the end of this month so I won't have to go through this anymore. i can't imagine the stress they are giving to other people. This should be illegal. I told them I am going through a hardship and trying to work out my finances. They are just putting more stress on me. I can show text messages to prove their tactics",loan_mortgage,Vehicle loan or lease,Loan,Struggling to pay your loan,Denied request to lower payments
"I am submitting a complaint regarding a XXXX XXXX ( XXXX ) transfer that was rejected by the receiving institution but has not been returned to my account. 

On XX/XX/year> I initiated an XXXX transfer from my Bank of America account to my brokerage account at tastytrade. The receiving institution ( tastytrade ) has confirmed that the payment was rejected. 

Despite this, the funds have not been returned to my Bank of America account after more than XXXX hours, which is inconsistent with XXXX XXXX XXXX, where rejected payments should be promptly returned. 

Bank XXXX XXXX system shows the transaction as completed, but no return has been posted. I have contacted customer service multiple times and have been repeatedly transferred between departments without resolution. 

This appears to be an XXXX exception / return posting failure, and the funds may be held in an internal suspense or reconciliation account. 

I am requesting that Bank of America : Perform an XXXX XXXX on the transaction Confirm the accept/reject status from the receiving institution Expedite the return posting of the rejected funds to my account This is not an unauthorized transaction or fraud issue. It is a failed XXXX settlement that requires operational resolution. 

I request prompt resolution and confirmation of the return of my funds.",loan_mortgage,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount
